FileName,JobID,JobName,Partition,State,ExitCode,Start,End,Elapsed,NCPUS,NNodes,NodeList,ReqMem,MaxRSS,AllocCPUS,Timelimit,TotalCPU
2 5 5_2 2 2_2 2 2_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530981,port_elec+,batch,COMPLETED,0:0,2024-02-09T12:08:54,2024-02-09T14:29:35,02:20:41,8,4,c1cmp[019-020]+,120G,2858280K,8,2-00:00:00,02:20:32
2 5 5_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530957,port_elec+,batch,COMPLETED,0:0,2024-02-09T09:04:33,2024-02-09T11:25:50,02:21:17,8,4,c1cmp[019-022],120G,2825940K,8,2-00:00:00,02:21:08
2 5 5_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530941,port_elec+,batch,COMPLETED,0:0,2024-02-09T06:58:32,2024-02-09T08:07:17,01:08:45,8,4,"p1cmp[029,043-+",120G,2803112K,8,2-00:00:00,01:08:44
2 5 5_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_10_sims.log,529578,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:16:54,2024-02-07T11:18:46,00:01:52,8,4,"c1cmp[014-016,+",120G,912948K,8,2-00:00:00,01:48.949
2 5 5_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530965,port_elec+,batch,COMPLETED,0:0,2024-02-09T10:14:36,2024-02-09T12:28:19,02:13:43,8,4,c1cmp[011-012]+,120G,2601668K,8,2-00:00:00,02:13:34
2 7 3_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,500128,port_elec+,batch,COMPLETED,0:0,2024-02-07T01:21:51,2024-02-07T03:44:29,02:22:38,8,4,"c1cmp[006-008,+",120G,2831560K,8,2-00:00:00,02:22:29
2 7 3_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_10_sims.log,529565,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:16:54,2024-02-07T11:18:14,00:01:20,8,4,"c1cmp003,p1cmp+",120G,888804K,8,2-00:00:00,01:16.187
2 7 3_1 1 1_1 1 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505888,port_elec+,batch,COMPLETED,0:0,2024-02-07T04:47:59,2024-02-07T06:58:49,02:10:50,8,4,"c1cmp008,p1cmp+",120G,2848924K,8,2-00:00:00,02:10:39
2 7 3_1 1 1_1 1 1_1 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,505890,port_elec+,batch,COMPLETED,0:0,2024-02-07T05:00:25,2024-02-07T07:11:34,02:11:09,8,4,"c1cmp[011,014-+",120G,2836472K,8,2-00:00:00,02:10:59
2 7 3_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_10_sims.log,529567,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:16:54,2024-02-07T11:18:45,00:01:51,8,4,c1cmp[006-008]+,120G,912520K,8,2-00:00:00,01:47.924
2 7 3_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_10_sims.log,529569,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:16:54,2024-02-07T11:18:46,00:01:52,8,4,c1cmp[006-008]+,120G,908052K,8,2-00:00:00,01:48.872
2 7 3_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_10_sims.log,529571,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:16:54,2024-02-07T11:18:45,00:01:51,8,4,c1cmp[019-022],120G,916984K,8,2-00:00:00,01:47.800
2 7 3_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_10_sims.log,529573,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:16:54,2024-02-07T11:18:46,00:01:52,8,4,"c1cmp[010-012,+",120G,913980K,8,2-00:00:00,01:49.063
2 7 3_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_10_sims.log,529575,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:16:54,2024-02-07T11:18:47,00:01:53,8,4,"c1cmp[010-012,+",120G,903908K,8,2-00:00:00,01:49.811
2 7 3_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_10_sims.log,529577,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:16:54,2024-02-07T11:18:46,00:01:52,8,4,"c1cmp[014-016,+",120G,908040K,8,2-00:00:00,01:49.434
2 7 3_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_10_sims.log,529579,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:16:54,2024-02-07T11:18:38,00:01:44,8,4,c1cmp[023-024]+,120G,929372K,8,2-00:00:00,01:40.929
2 8 2_1 1 1_1 1 1_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530601,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:31:24,2024-02-07T13:54:39,02:23:15,8,4,"c1cmp[008,010-+",120G,2845272K,8,2-00:00:00,02:22:59
2 8 2_1 1 1_1 1 1_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530626,port_elec+,batch,COMPLETED,0:0,2024-02-07T15:37:24,2024-02-07T17:59:05,02:21:41,8,4,"c1cmp[023-024,+",120G,2817524K,8,2-00:00:00,02:21:32
2 8 2_1 1 1_1 1 1_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530635,port_elec+,batch,COMPLETED,0:0,2024-02-07T16:16:30,2024-02-07T18:44:29,02:27:59,8,4,c1cmp[006-007]+,120G,2846020K,8,2-00:00:00,02:27:49
2 8 2_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530610,port_elec+,batch,COMPLETED,0:0,2024-02-07T13:26:37,2024-02-07T15:53:06,02:26:29,8,4,c1cmp[010-012]+,120G,2779232K,8,2-00:00:00,02:26:20
2 8 2_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530593,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:31:24,2024-02-07T13:54:39,02:23:15,8,4,c1cmp[006-007]+,120G,2814272K,8,2-00:00:00,02:23:00
2 8 2_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530618,port_elec+,batch,COMPLETED,0:0,2024-02-07T13:54:40,2024-02-07T16:16:34,02:21:54,8,4,"c1cmp010,p1cmp+",120G,2479412K,8,2-00:00:00,02:21:45
2 8 2_1 1 1_1 1 1_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530653,port_elec+,batch,COMPLETED,0:0,2024-02-07T18:30:19,2024-02-07T20:42:47,02:12:28,8,4,"c1cmp[023-024,+",120G,2836616K,8,2-00:00:00,02:12:18
2 8 2_1 1 1_1 1 1_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530679,port_elec+,batch,COMPLETED,0:0,2024-02-07T21:23:17,2024-02-07T22:53:14,01:29:57,8,4,"c1cmp054,p1cmp+",120G,2808968K,8,2-00:00:00,01:29:42
2 8 2_1 1 1_1 1 1_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530687,port_elec+,batch,COMPLETED,0:0,2024-02-07T22:55:28,2024-02-08T01:23:08,02:27:40,8,4,c1cmp[019-021]+,120G,2810532K,8,2-00:00:00,02:27:28
2 8 2_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530662,port_elec+,batch,COMPLETED,0:0,2024-02-07T19:14:29,2024-02-07T21:38:46,02:24:17,8,4,c1cmp[006-008]+,120G,2835268K,8,2-00:00:00,02:24:08
2 8 2_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530644,port_elec+,batch,COMPLETED,0:0,2024-02-07T17:49:13,2024-02-07T19:02:02,01:12:49,8,4,"p1cmp[029,043-+",120G,2810312K,8,2-00:00:00,01:12:47
2 8 2_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530671,port_elec+,batch,COMPLETED,0:0,2024-02-07T20:44:12,2024-02-07T23:03:11,02:18:59,8,4,c1cmp[010-012]+,120G,2482976K,8,2-00:00:00,02:18:50
2 8 2_1 1 1_2 2 2_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530703,port_elec+,batch,COMPLETED,0:0,2024-02-08T00:47:14,2024-02-08T03:04:59,02:17:45,8,4,"c1cmp[008,014-+",120G,2861268K,8,2-00:00:00,02:17:35
2 8 2_1 1 1_2 2 2_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530728,port_elec+,batch,COMPLETED,0:0,2024-02-08T03:50:35,2024-02-08T06:14:25,02:23:50,8,4,"c1cmp[010,022-+",120G,2827620K,8,2-00:00:00,02:23:37
2 8 2_1 1 1_2 2 2_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530736,port_elec+,batch,COMPLETED,0:0,2024-02-08T05:08:43,2024-02-08T06:45:36,01:36:53,8,4,"c1cmp[003,014-+",120G,2813476K,8,2-00:00:00,01:36:43
2 8 2_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530711,port_elec+,batch,COMPLETED,0:0,2024-02-08T01:48:51,2024-02-08T04:14:02,02:25:11,8,4,c1cmp[019-020]+,120G,2801408K,8,2-00:00:00,02:25:01
2 8 2_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530695,port_elec+,batch,COMPLETED,0:0,2024-02-07T23:34:03,2024-02-08T01:54:51,02:20:48,8,4,"c1cmp[006-007,+",120G,2822224K,8,2-00:00:00,02:20:38
2 8 2_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530719,port_elec+,batch,COMPLETED,0:0,2024-02-08T02:54:28,2024-02-08T05:09:22,02:14:54,8,4,c1cmp[010-012]+,120G,2519976K,8,2-00:00:00,02:14:44
2 8 2_1 1 1_2 2 2_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530754,port_elec+,batch,COMPLETED,0:0,2024-02-08T06:57:55,2024-02-08T09:19:46,02:21:51,8,4,c1cmp[006-007]+,120G,2853312K,8,2-00:00:00,02:21:42
2 8 2_1 1 1_2 2 2_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530778,port_elec+,batch,COMPLETED,0:0,2024-02-08T10:11:43,2024-02-08T12:38:20,02:26:37,8,4,"c1cmp[006-008,+",120G,2825412K,8,2-00:00:00,02:26:28
2 8 2_1 1 1_2 2 2_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530786,port_elec+,batch,COMPLETED,0:0,2024-02-08T11:07:18,2024-02-08T13:17:57,02:10:39,8,4,c1cmp[015-016]+,120G,2860972K,8,2-00:00:00,02:10:22
2 8 2_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530762,port_elec+,batch,COMPLETED,0:0,2024-02-08T08:05:01,2024-02-08T09:34:09,01:29:08,8,4,c1cmp[053-054]+,120G,2843208K,8,2-00:00:00,01:28:58
2 8 2_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530744,port_elec+,batch,COMPLETED,0:0,2024-02-08T06:14:50,2024-02-08T07:26:55,01:12:05,8,4,"p1cmp[029,043-+",120G,2809268K,8,2-00:00:00,01:12:04
2 8 2_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530770,port_elec+,batch,COMPLETED,0:0,2024-02-08T09:18:38,2024-02-08T11:36:07,02:17:29,8,4,c1cmp[019-021]+,120G,2529340K,8,2-00:00:00,02:17:19
2 8 2_2 2 2_1 1 1_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530802,port_elec+,batch,COMPLETED,0:0,2024-02-08T13:05:29,2024-02-08T14:16:53,01:11:24,8,4,"p1cmp[029,043-+",120G,2794180K,8,2-00:00:00,01:11:22
2 8 2_2 2 2_1 1 1_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530829,port_elec+,batch,COMPLETED,0:0,2024-02-08T16:32:37,2024-02-08T18:55:51,02:23:14,8,4,"c1cmp010,p1cmp+",120G,2782860K,8,2-00:00:00,02:23:05
2 8 2_2 2 2_1 1 1_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530837,port_elec+,batch,COMPLETED,0:0,2024-02-08T17:14:42,2024-02-08T19:36:26,02:21:44,8,4,c1cmp[010-012]+,120G,2859044K,8,2-00:00:00,02:21:34
2 8 2_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530811,port_elec+,batch,COMPLETED,0:0,2024-02-08T14:17:04,2024-02-08T15:28:12,01:11:08,8,4,"p1cmp[029,043-+",120G,2780284K,8,2-00:00:00,01:11:07
2 8 2_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530794,port_elec+,batch,COMPLETED,0:0,2024-02-08T12:11:54,2024-02-08T13:50:58,01:39:04,8,4,"c1cmp[003,014-+",120G,2814724K,8,2-00:00:00,01:38:56
2 8 2_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530820,port_elec+,batch,COMPLETED,0:0,2024-02-08T15:24:55,2024-02-08T17:41:16,02:16:21,8,4,c1cmp[019-022],120G,2447300K,8,2-00:00:00,02:16:11
2 8 2_2 2 2_1 1 1_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530854,port_elec+,batch,COMPLETED,0:0,2024-02-08T19:24:29,2024-02-08T21:48:18,02:23:49,8,4,c1cmp[006-008]+,120G,2847940K,8,2-00:00:00,02:23:40
2 8 2_2 2 2_1 1 1_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530878,port_elec+,batch,COMPLETED,0:0,2024-02-08T22:31:35,2024-02-08T23:42:11,01:10:36,8,4,"p1cmp[029,043-+",120G,2780792K,8,2-00:00:00,01:10:35
2 8 2_2 2 2_1 1 1_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530886,port_elec+,batch,COMPLETED,0:0,2024-02-08T23:42:39,2024-02-09T00:52:43,01:10:04,8,4,"p1cmp[029,043-+",120G,2813064K,8,2-00:00:00,01:10:03
2 8 2_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530862,port_elec+,batch,COMPLETED,0:0,2024-02-08T20:26:58,2024-02-08T23:09:53,02:42:55,8,4,c1cmp[014-016]+,120G,2831228K,8,2-00:00:00,02:42:46
2 8 2_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530846,port_elec+,batch,COMPLETED,0:0,2024-02-08T18:30:10,2024-02-08T20:54:01,02:23:51,8,4,c1cmp[010-012]+,120G,2808344K,8,2-00:00:00,02:23:40
2 8 2_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530870,port_elec+,batch,COMPLETED,0:0,2024-02-08T21:40:31,2024-02-09T00:13:22,02:32:51,8,4,c1cmp[014-016]+,120G,2491104K,8,2-00:00:00,02:32:42
2 8 2_2 2 2_2 2 2_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530902,port_elec+,batch,COMPLETED,0:0,2024-02-09T01:41:46,2024-02-09T03:18:35,01:36:49,8,4,c1cmp[003-004]+,120G,2819296K,8,2-00:00:00,01:36:40
2 8 2_2 2 2_2 2 2_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530926,port_elec+,batch,COMPLETED,0:0,2024-02-09T04:54:57,2024-02-09T07:05:57,02:11:00,8,4,c1cmp[014-016]+,120G,2812776K,8,2-00:00:00,02:10:51
2 8 2_2 2 2_2 2 2_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530934,port_elec+,batch,COMPLETED,0:0,2024-02-09T05:57:59,2024-02-09T08:16:39,02:18:40,8,4,c1cmp[010-012]+,120G,2863752K,8,2-00:00:00,02:18:30
2 8 2_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530910,port_elec+,batch,COMPLETED,0:0,2024-02-09T02:47:50,2024-02-09T05:13:52,02:26:02,8,4,c1cmp[019-021]+,120G,2841516K,8,2-00:00:00,02:25:53
2 8 2_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530894,port_elec+,batch,COMPLETED,0:0,2024-02-09T00:39:42,2024-02-09T02:59:23,02:19:41,8,4,c1cmp[006-008]+,120G,2820820K,8,2-00:00:00,02:19:31
2 8 2_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530918,port_elec+,batch,COMPLETED,0:0,2024-02-09T03:40:23,2024-02-09T05:57:45,02:17:22,8,4,c1cmp[010-012]+,120G,2534064K,8,2-00:00:00,02:17:18
2 8 2_2 2 2_2 2 2_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530950,port_elec+,batch,COMPLETED,0:0,2024-02-09T08:01:34,2024-02-09T10:24:35,02:23:01,8,4,c1cmp[006-008]+,120G,2817192K,8,2-00:00:00,02:22:59
2 8 2_2 2 2_2 2 2_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530974,port_elec+,batch,COMPLETED,0:0,2024-02-09T10:56:44,2024-02-09T13:17:18,02:20:34,8,4,c1cmp[019-022],120G,2788048K,8,2-00:00:00,02:20:24
2 8 2_2 2 2_2 2 2_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530982,port_elec+,batch,COMPLETED,0:0,2024-02-09T12:14:29,2024-02-09T14:31:57,02:17:28,8,4,"c1cmp[004,014-+",120G,2849440K,8,2-00:00:00,02:17:18
2 8 2_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530958,port_elec+,batch,COMPLETED,0:0,2024-02-09T09:05:12,2024-02-09T11:28:48,02:23:36,8,4,"c1cmp[004,014-+",120G,2802280K,8,2-00:00:00,02:23:27
2 8 2_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530942,port_elec+,batch,COMPLETED,0:0,2024-02-09T07:06:02,2024-02-09T09:15:48,02:09:46,8,4,c1cmp[014-016]+,120G,2865772K,8,2-00:00:00,02:09:36
2 8 2_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530966,port_elec+,batch,COMPLETED,0:0,2024-02-09T10:09:36,2024-02-09T12:17:30,02:07:54,8,4,"c1cmp[022-024,+",120G,2485036K,8,2-00:00:00,02:07:38
3 2 2_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,500123,port_elec+,batch,COMPLETED,0:0,2024-02-07T01:21:51,2024-02-07T02:34:14,01:12:23,8,4,c1cmp[006-008]+,120G,549548K,8,2-00:00:00,01:12:14
3 2 2_1 1 1_1 1 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505873,port_elec+,batch,COMPLETED,0:0,2024-02-07T03:13:19,2024-02-07T04:32:45,01:19:26,8,4,c1cmp[014-016]+,120G,865248K,8,2-00:00:00,01:19:18
3 2 2_1 1 1_1 1 1_1 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,505875,port_elec+,batch,COMPLETED,0:0,2024-02-07T03:20:14,2024-02-07T04:26:22,01:06:08,8,4,"c1cmp[022-024,+",120G,564076K,8,2-00:00:00,01:05:52
3 2 2_1 2 2_2 2 1_1 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,505900,port_elec+,batch,COMPLETED,0:0,2024-02-07T06:38:31,2024-02-07T07:51:31,01:13:00,8,4,"c1cmp[023-024,+",120G,607448K,8,2-00:00:00,01:12:49
3 2 6_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,500137,port_elec+,batch,COMPLETED,0:0,2024-02-07T01:21:51,2024-02-07T02:41:48,01:19:57,8,4,p1cmp[011-014],120G,2199636K,8,2-00:00:00,01:19:56
3 2 6_1 2 2_2 2 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505886,port_elec+,batch,COMPLETED,0:0,2024-02-07T04:32:46,2024-02-07T06:38:30,02:05:44,8,4,"c1cmp[036,054]+",120G,2435316K,8,2-00:00:00,02:05:23
3 4 4_1 1 1_1 1 1_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530607,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:31:24,2024-02-07T13:47:50,02:16:26,8,4,"c1cmp[023-024,+",120G,2410596K,8,2-00:00:00,02:16:12
3 4 4_1 1 1_1 1 1_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530632,port_elec+,batch,COMPLETED,0:0,2024-02-07T16:09:29,2024-02-07T18:18:14,02:08:45,8,4,"c1cmp[008,014-+",120G,2407200K,8,2-00:00:00,02:08:36
3 4 4_1 1 1_1 1 1_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530641,port_elec+,batch,COMPLETED,0:0,2024-02-07T16:41:03,2024-02-07T17:48:53,01:07:50,8,4,"p1cmp[029,043-+",120G,2362688K,8,2-00:00:00,01:07:47
3 4 4_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530615,port_elec+,batch,COMPLETED,0:0,2024-02-07T13:46:28,2024-02-07T16:01:05,02:14:37,8,4,c1cmp[019-022],120G,2443500K,8,2-00:00:00,02:14:27
3 4 4_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,500136,port_elec+,batch,COMPLETED,0:0,2024-02-07T01:21:51,2024-02-07T03:25:48,02:03:57,8,4,"c1cmp024,p1cmp+",120G,2320688K,8,2-00:00:00,02:03:47
3 4 4_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530623,port_elec+,batch,COMPLETED,0:0,2024-02-07T14:16:09,2024-02-07T16:09:01,01:52:52,8,4,"c1cmp[008,014-+",120G,2030640K,8,2-00:00:00,01:52:42
3 4 4_1 1 1_1 1 1_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530659,port_elec+,batch,COMPLETED,0:0,2024-02-07T18:53:24,2024-02-07T21:02:58,02:09:34,8,4,"c1cmp008,p1cmp+",120G,2402M,8,2-00:00:00,02:09:25
3 4 4_1 1 1_1 1 1_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530684,port_elec+,batch,COMPLETED,0:0,2024-02-07T22:32:55,2024-02-08T00:43:12,02:10:17,8,4,"c1cmp[014-016,+",120G,2411212K,8,2-00:00:00,02:09:57
3 4 4_1 1 1_1 1 1_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530692,port_elec+,batch,COMPLETED,0:0,2024-02-07T23:19:32,2024-02-08T00:28:18,01:08:46,8,4,"p1cmp[029,043-+",120G,2371868K,8,2-00:00:00,01:08:41
3 4 4_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530667,port_elec+,batch,COMPLETED,0:0,2024-02-07T20:26:09,2024-02-07T22:35:09,02:09:00,8,4,"c1cmp[008,014-+",120G,2425332K,8,2-00:00:00,02:08:50
3 4 4_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530650,port_elec+,batch,COMPLETED,0:0,2024-02-07T18:16:17,2024-02-07T20:20:33,02:04:16,8,4,"c1cmp[014-016,+",120G,2364068K,8,2-00:00:00,02:04:07
3 4 4_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530676,port_elec+,batch,COMPLETED,0:0,2024-02-07T21:09:15,2024-02-07T22:16:13,01:06:58,8,4,"p1cmp[029,043-+",120G,1984376K,8,2-00:00:00,01:06:55
3 4 4_1 1 1_2 2 2_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530708,port_elec+,batch,COMPLETED,0:0,2024-02-08T01:31:19,2024-02-08T03:34:21,02:03:02,8,4,c1cmp[011-012]+,120G,2462572K,8,2-00:00:00,02:02:53
3 4 4_1 1 1_2 2 2_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530733,port_elec+,batch,COMPLETED,0:0,2024-02-08T04:42:10,2024-02-08T06:45:51,02:03:41,8,4,c1cmp[021-024],120G,2411092K,8,2-00:00:00,02:03:28
