FileName,JobID,JobName,Partition,State,ExitCode,Start,End,Elapsed,NCPUS,NNodes,NodeList,ReqMem,MaxRSS,AllocCPUS,Timelimit,TotalCPU
3 7 1_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530972,port_elec+,batch,COMPLETED,0:0,2024-02-09T10:49:19,2024-02-09T12:15:06,01:25:47,8,4,"c1cmp003,p1cmp+",120G,2047204K,8,2-00:00:00,01:25:37
5 1 4_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,500134,port_elec+,batch,COMPLETED,0:0,2024-02-07T01:21:51,2024-02-07T03:22:43,02:00:52,8,4,c1cmp[023-024]+,120G,1926724K,8,2-00:00:00,02:00:43
5 1 4_1 1 1_1 1 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505907,port_elec+,batch,COMPLETED,0:0,2024-02-07T07:28:53,2024-02-07T09:33:40,02:04:47,8,4,c1cmp[019-022],120G,2017660K,8,2-00:00:00,02:04:39
5 1 4_1 2 2_2 2 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505877,port_elec+,batch,COMPLETED,0:0,2024-02-07T03:25:48,2024-02-07T05:28:18,02:02:30,8,4,"c1cmp[023-024,+",120G,2013944K,8,2-00:00:00,02:02:21
5 2 3_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,500133,port_elec+,batch,COMPLETED,0:0,2024-02-07T01:21:51,2024-02-07T03:15:22,01:53:31,8,4,"c1cmp[014-016,+",120G,1826600K,8,2-00:00:00,01:53:22
5 2 3_1 1 1_1 1 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505904,port_elec+,batch,COMPLETED,0:0,2024-02-07T07:03:53,2024-02-07T09:06:15,02:02:22,8,4,c1cmp[023-024]+,120G,2016752K,8,2-00:00:00,02:02:13
5 2 3_1 1 1_1 1 1_1 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,505905,port_elec+,batch,COMPLETED,0:0,2024-02-07T07:11:35,2024-02-07T09:03:37,01:52:02,8,4,"c1cmp[011,014-+",120G,1806556K,8,2-00:00:00,01:51:52
5 2 3_1 2 2_2 2 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505874,port_elec+,batch,COMPLETED,0:0,2024-02-07T03:15:22,2024-02-07T05:08:50,01:53:28,8,4,"c1cmp[012,014-+",120G,2049188K,8,2-00:00:00,01:53:19
5 3 2_1 1 1_1 1 1_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530604,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:31:24,2024-02-07T13:36:44,02:05:20,8,4,"c1cmp[014-016,+",120G,2031384K,8,2-00:00:00,02:05:06
5 3 2_1 1 1_1 1 1_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530629,port_elec+,batch,COMPLETED,0:0,2024-02-07T16:01:28,2024-02-07T18:05:20,02:03:52,8,4,c1cmp[019-022],120G,2044524K,8,2-00:00:00,02:03:42
5 3 2_1 1 1_1 1 1_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530638,port_elec+,batch,COMPLETED,0:0,2024-02-07T16:22:31,2024-02-07T18:28:44,02:06:13,8,4,"c1cmp[010,014-+",120G,2026300K,8,2-00:00:00,02:06:03
5 3 2_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530613,port_elec+,batch,COMPLETED,0:0,2024-02-07T13:37:54,2024-02-07T15:37:04,01:59:10,8,4,"c1cmp[023-024,+",120G,1872652K,8,2-00:00:00,01:58:58
5 3 2_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,500132,port_elec+,batch,COMPLETED,0:0,2024-02-07T01:21:51,2024-02-07T03:13:18,01:51:27,8,4,"c1cmp[012,014-+",120G,1828060K,8,2-00:00:00,01:51:18
5 3 2_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530621,port_elec+,batch,COMPLETED,0:0,2024-02-07T14:13:09,2024-02-07T16:13:19,02:00:10,8,4,c1cmp[014-016]+,120G,1964976K,8,2-00:00:00,02:00:01
5 3 2_1 1 1_1 1 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505901,port_elec+,batch,COMPLETED,0:0,2024-02-07T06:39:42,2024-02-07T08:33:53,01:54:11,8,4,"c1cmp[022-024,+",120G,2053352K,8,2-00:00:00,01:54:00
5 3 2_1 1 1_1 1 1_1 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,505902,port_elec+,batch,COMPLETED,0:0,2024-02-07T06:58:29,2024-02-07T08:50:19,01:51:50,8,4,c1cmp[014-015]+,120G,1839876K,8,2-00:00:00,01:51:41
5 3 2_1 1 1_1 1 1_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530656,port_elec+,batch,COMPLETED,0:0,2024-02-07T18:38:20,2024-02-07T20:43:53,02:05:33,8,4,c1cmp[010-012]+,120G,2057052K,8,2-00:00:00,02:05:24
5 3 2_1 1 1_1 1 1_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530682,port_elec+,batch,COMPLETED,0:0,2024-02-07T22:09:22,2024-02-08T00:17:33,02:08:11,8,4,"c1cmp[010-012,+",120G,2050908K,8,2-00:00:00,02:08:00
5 3 2_1 1 1_1 1 1_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530690,port_elec+,batch,COMPLETED,0:0,2024-02-07T23:01:59,2024-02-08T01:07:06,02:05:07,8,4,"c1cmp[010,023-+",120G,2022428K,8,2-00:00:00,02:04:58
5 3 2_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530665,port_elec+,batch,COMPLETED,0:0,2024-02-07T20:09:37,2024-02-07T21:09:12,00:59:35,8,4,"p1cmp[029,043-+",120G,1867996K,8,2-00:00:00,59:33.834
5 3 2_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530648,port_elec+,batch,COMPLETED,0:0,2024-02-07T18:04:45,2024-02-07T19:27:16,01:22:31,8,4,"c1cmp[003,023-+",120G,1852408K,8,2-00:00:00,01:22:21
5 3 2_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530674,port_elec+,batch,COMPLETED,0:0,2024-02-07T20:56:13,2024-02-07T23:01:05,02:04:52,8,4,"c1cmp[010,014-+",120G,1950656K,8,2-00:00:00,02:04:42
5 3 2_1 1 1_2 2 2_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530706,port_elec+,batch,COMPLETED,0:0,2024-02-08T01:09:16,2024-02-08T03:13:58,02:04:42,8,4,c1cmp[010-012]+,120G,2085456K,8,2-00:00:00,02:04:32
5 3 2_1 1 1_2 2 2_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530731,port_elec+,batch,COMPLETED,0:0,2024-02-08T04:24:38,2024-02-08T06:28:19,02:03:41,8,4,c1cmp[006-008]+,120G,2076684K,8,2-00:00:00,02:03:28
5 3 2_1 1 1_2 2 2_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530739,port_elec+,batch,COMPLETED,0:0,2024-02-08T05:26:45,2024-02-08T07:20:32,01:53:47,8,4,c1cmp[011-012]+,120G,2048824K,8,2-00:00:00,01:53:36
5 3 2_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530714,port_elec+,batch,COMPLETED,0:0,2024-02-08T02:22:55,2024-02-08T03:45:55,01:23:00,8,4,"c1cmp[003,014-+",120G,1978680K,8,2-00:00:00,01:22:51
5 3 2_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530698,port_elec+,batch,COMPLETED,0:0,2024-02-08T00:17:40,2024-02-08T02:10:41,01:53:01,8,4,c1cmp[021-024],120G,1903324K,8,2-00:00:00,01:52:44
5 3 2_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530723,port_elec+,batch,COMPLETED,0:0,2024-02-08T03:29:32,2024-02-08T05:31:30,02:01:58,8,4,c1cmp[019-021]+,120G,2012068K,8,2-00:00:00,02:01:45
5 3 2_1 1 1_2 2 2_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530757,port_elec+,batch,COMPLETED,0:0,2024-02-08T07:34:28,2024-02-08T09:37:39,02:03:11,8,4,c1cmp[019-021]+,120G,2087012K,8,2-00:00:00,02:03:00
5 3 2_1 1 1_2 2 2_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530781,port_elec+,batch,COMPLETED,0:0,2024-02-08T10:26:45,2024-02-08T12:28:07,02:01:22,8,4,c1cmp[014-016]+,120G,2068456K,8,2-00:00:00,02:01:13
5 3 2_1 1 1_2 2 2_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530789,port_elec+,batch,COMPLETED,0:0,2024-02-08T11:36:20,2024-02-08T13:40:51,02:04:31,8,4,c1cmp[019-021]+,120G,2037396K,8,2-00:00:00,02:04:20
5 3 2_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530765,port_elec+,batch,COMPLETED,0:0,2024-02-08T08:31:04,2024-02-08T10:33:17,02:02:13,8,4,c1cmp[006-008]+,120G,1998288K,8,2-00:00:00,02:02:04
5 3 2_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530748,port_elec+,batch,COMPLETED,0:0,2024-02-08T06:28:21,2024-02-08T08:30:34,02:02:13,8,4,c1cmp[006-008]+,120G,1952876K,8,2-00:00:00,02:02:03
5 3 2_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530773,port_elec+,batch,COMPLETED,0:0,2024-02-08T09:37:40,2024-02-08T11:40:49,02:03:09,8,4,c1cmp[019-021]+,120G,2031312K,8,2-00:00:00,02:02:59
5 3 2_1 2 2_2 2 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505871,port_elec+,batch,COMPLETED,0:0,2024-02-07T02:41:48,2024-02-07T04:44:49,02:03:01,8,4,c1cmp[019-021]+,120G,2062084K,8,2-00:00:00,02:02:51
5 3 2_2 2 2_1 1 1_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530806,port_elec+,batch,COMPLETED,0:0,2024-02-08T13:41:02,2024-02-08T15:44:59,02:03:57,8,4,c1cmp[019-021]+,120G,2052784K,8,2-00:00:00,02:03:46
5 3 2_2 2 2_1 1 1_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530832,port_elec+,batch,COMPLETED,0:0,2024-02-08T16:41:38,2024-02-08T17:58:29,01:16:51,8,4,c1cmp[053-054]+,120G,2043952K,8,2-00:00:00,01:16:42
5 3 2_2 2 2_1 1 1_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530841,port_elec+,batch,COMPLETED,0:0,2024-02-08T17:46:04,2024-02-08T19:52:08,02:06:04,8,4,c1cmp[019-021]+,120G,2027832K,8,2-00:00:00,02:05:55
5 3 2_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530815,port_elec+,batch,COMPLETED,0:0,2024-02-08T14:40:20,2024-02-08T16:32:19,01:51:59,8,4,c1cmp[023-024]+,120G,1862372K,8,2-00:00:00,01:51:43
5 3 2_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530797,port_elec+,batch,COMPLETED,0:0,2024-02-08T12:38:26,2024-02-08T14:40:02,02:01:36,8,4,"c1cmp[006-008,+",120G,1843680K,8,2-00:00:00,02:01:27
5 3 2_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530824,port_elec+,batch,COMPLETED,0:0,2024-02-08T15:36:56,2024-02-08T17:54:41,02:17:45,8,4,c1cmp[014-016]+,120G,1947412K,8,2-00:00:00,02:17:36
5 3 2_2 2 2_1 1 1_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530857,port_elec+,batch,COMPLETED,0:0,2024-02-08T19:52:26,2024-02-08T21:58:11,02:05:45,8,4,c1cmp[019-021]+,120G,2029772K,8,2-00:00:00,02:05:35
5 3 2_2 2 2_1 1 1_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530881,port_elec+,batch,COMPLETED,0:0,2024-02-08T23:09:37,2024-02-09T01:02:14,01:52:37,8,4,"c1cmp[011,022-+",120G,2047600K,8,2-00:00:00,01:52:28
5 3 2_2 2 2_1 1 1_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530889,port_elec+,batch,COMPLETED,0:0,2024-02-09T00:12:11,2024-02-09T02:05:59,01:53:48,8,4,c1cmp[015-016]+,120G,2019916K,8,2-00:00:00,01:53:38
5 3 2_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530865,port_elec+,batch,COMPLETED,0:0,2024-02-08T20:54:19,2024-02-08T22:52:09,01:57:50,8,4,c1cmp[010-012]+,120G,1901732K,8,2-00:00:00,01:57:40
5 3 2_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530849,port_elec+,batch,COMPLETED,0:0,2024-02-08T18:51:57,2024-02-08T20:14:37,01:22:40,8,4,c1cmp[003-004]+,120G,1864576K,8,2-00:00:00,01:22:30
5 3 2_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530873,port_elec+,batch,COMPLETED,0:0,2024-02-08T21:58:33,2024-02-09T00:00:55,02:02:22,8,4,c1cmp[019-021]+,120G,1962612K,8,2-00:00:00,02:02:13
5 3 2_2 2 2_2 2 2_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530905,port_elec+,batch,COMPLETED,0:0,2024-02-09T02:25:18,2024-02-09T03:24:00,00:58:42,8,4,"p1cmp[029,043-+",120G,2051732K,8,2-00:00:00,58:40.179
5 3 2_2 2 2_2 2 2_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530929,port_elec+,batch,COMPLETED,0:0,2024-02-09T05:18:58,2024-02-09T07:23:37,02:04:39,8,4,"c1cmp010,p1cmp+",120G,2046272K,8,2-00:00:00,02:04:29
5 3 2_2 2 2_2 2 2_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530937,port_elec+,batch,COMPLETED,0:0,2024-02-09T06:28:01,2024-02-09T08:21:28,01:53:27,8,4,c1cmp[011-012]+,120G,2044260K,8,2-00:00:00,01:53:17
5 3 2_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530913,port_elec+,batch,COMPLETED,0:0,2024-02-09T03:15:21,2024-02-09T05:18:55,02:03:34,8,4,"c1cmp034,p1cmp+",120G,2005488K,8,2-00:00:00,02:03:25
5 3 2_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530897,port_elec+,batch,COMPLETED,0:0,2024-02-09T01:20:15,2024-02-09T03:11:56,01:51:41,8,4,"c1cmp008,p1cmp+",120G,1954024K,8,2-00:00:00,01:51:31
5 3 2_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530921,port_elec+,batch,COMPLETED,0:0,2024-02-09T04:34:56,2024-02-09T06:27:35,01:52:39,8,4,c1cmp[011-012]+,120G,2030944K,8,2-00:00:00,01:52:29
5 3 2_2 2 2_2 2 2_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530953,port_elec+,batch,COMPLETED,0:0,2024-02-09T08:21:28,2024-02-09T10:14:35,01:53:07,8,4,c1cmp[011-012]+,120G,2084536K,8,2-00:00:00,01:52:58
5 3 2_2 2 2_2 2 2_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530977,port_elec+,batch,COMPLETED,0:0,2024-02-09T11:43:22,2024-02-09T12:41:51,00:58:29,8,4,"p1cmp[029,043-+",120G,2028368K,8,2-00:00:00,58:29.507
5 3 2_2 2 2_2 2 2_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530985,port_elec+,batch,COMPLETED,0:0,2024-02-09T12:28:20,2024-02-09T14:25:01,01:56:41,8,4,c1cmp[011-012]+,120G,2061044K,8,2-00:00:00,01:56:31
5 3 2_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530961,port_elec+,batch,COMPLETED,0:0,2024-02-09T09:26:02,2024-02-09T10:49:19,01:23:17,8,4,"c1cmp003,p1cmp+",120G,1997452K,8,2-00:00:00,01:23:07
5 3 2_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530945,port_elec+,batch,COMPLETED,0:0,2024-02-09T07:24:03,2024-02-09T09:16:25,01:52:22,8,4,"c1cmp008,p1cmp+",120G,1944612K,8,2-00:00:00,01:52:06
5 3 2_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530969,port_elec+,batch,COMPLETED,0:0,2024-02-09T10:24:36,2024-02-09T12:31:12,02:06:36,8,4,c1cmp[006-008]+,120G,1996596K,8,2-00:00:00,02:06:33
5 4 1_1 1 1_1 1 1_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530606,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:31:24,2024-02-07T13:37:54,02:06:30,8,4,"c1cmp[023-024,+",120G,1984504K,8,2-00:00:00,02:06:15
5 4 1_1 1 1_1 1 1_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530631,port_elec+,batch,COMPLETED,0:0,2024-02-07T16:03:59,2024-02-07T17:57:59,01:54:00,8,4,"c1cmp[011,022-+",120G,2033520K,8,2-00:00:00,01:53:45
5 4 1_1 1 1_1 1 1_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530640,port_elec+,batch,COMPLETED,0:0,2024-02-07T16:27:31,2024-02-07T18:33:22,02:05:51,8,4,"c1cmp[006-007,+",120G,2048136K,8,2-00:00:00,02:05:41
5 4 1_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530614,port_elec+,batch,COMPLETED,0:0,2024-02-07T13:45:14,2024-02-07T15:43:59,01:58:45,8,4,"c1cmp[023-024,+",120G,1853628K,8,2-00:00:00,01:58:36
5 4 1_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,500135,port_elec+,batch,COMPLETED,0:0,2024-02-07T01:21:51,2024-02-07T03:20:14,01:58:23,8,4,c1cmp[023-024]+,120G,1887980K,8,2-00:00:00,01:58:14
5 4 1_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530622,port_elec+,batch,COMPLETED,0:0,2024-02-07T14:15:09,2024-02-07T16:16:15,02:01:06,8,4,c1cmp[006-008]+,120G,1935752K,8,2-00:00:00,02:00:56
5 4 1_1 1 1_1 1 1_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530658,port_elec+,batch,COMPLETED,0:0,2024-02-07T18:44:51,2024-02-07T20:52:05,02:07:14,8,4,c1cmp[006-007]+,120G,2036208K,8,2-00:00:00,02:07:04
5 4 1_1 1 1_1 1 1_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530683,port_elec+,batch,COMPLETED,0:0,2024-02-07T22:16:23,2024-02-07T23:19:18,01:02:55,8,4,"p1cmp[029,043-+",120G,2030088K,8,2-00:00:00,01:02:53
5 4 1_1 1 1_1 1 1_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530691,port_elec+,batch,COMPLETED,0:0,2024-02-07T23:03:30,2024-02-08T01:08:48,02:05:18,8,4,c1cmp[010-012]+,120G,2053776K,8,2-00:00:00,02:05:09
5 4 1_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530666,port_elec+,batch,COMPLETED,0:0,2024-02-07T20:20:38,2024-02-07T22:09:06,01:48:28,8,4,"c1cmp[014-016,+",120G,1805404K,8,2-00:00:00,01:48:19
5 4 1_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530649,port_elec+,batch,COMPLETED,0:0,2024-02-07T18:05:45,2024-02-07T20:04:59,01:59:14,8,4,c1cmp[019-022],120G,1864384K,8,2-00:00:00,01:59:04
5 4 1_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530675,port_elec+,batch,COMPLETED,0:0,2024-02-07T21:03:14,2024-02-07T22:58:52,01:55:38,8,4,"c1cmp008,p1cmp+",120G,1900148K,8,2-00:00:00,01:55:29
5 4 1_1 1 1_2 2 2_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530707,port_elec+,batch,COMPLETED,0:0,2024-02-08T01:23:18,2024-02-08T03:29:09,02:05:51,8,4,c1cmp[019-021]+,120G,2054860K,8,2-00:00:00,02:05:41
5 4 1_1 1 1_2 2 2_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530732,port_elec+,batch,COMPLETED,0:0,2024-02-08T04:40:10,2024-02-08T06:43:14,02:03:04,8,4,"c1cmp[006-007,+",120G,2089076K,8,2-00:00:00,02:02:52
5 4 1_1 1 1_2 2 2_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530740,port_elec+,batch,COMPLETED,0:0,2024-02-08T05:31:45,2024-02-08T07:34:06,02:02:21,8,4,c1cmp[019-021]+,120G,2050648K,8,2-00:00:00,02:02:09
5 4 1_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530715,port_elec+,batch,COMPLETED,0:0,2024-02-08T02:23:55,2024-02-08T04:24:17,02:00:22,8,4,c1cmp[006-008]+,120G,1939804K,8,2-00:00:00,02:00:12
5 4 1_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530699,port_elec+,batch,COMPLETED,0:0,2024-02-08T00:21:40,2024-02-08T02:23:39,02:01:59,8,4,c1cmp[006-008]+,120G,1981540K,8,2-00:00:00,02:01:49
5 4 1_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530724,port_elec+,batch,COMPLETED,0:0,2024-02-08T03:34:33,2024-02-08T05:26:26,01:51:53,8,4,c1cmp[011-012]+,120G,2006328K,8,2-00:00:00,01:51:41
5 4 1_1 1 1_2 2 2_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530758,port_elec+,batch,COMPLETED,0:0,2024-02-08T07:56:00,2024-02-08T09:59:21,02:03:21,8,4,c1cmp[010-012]+,120G,2020064K,8,2-00:00:00,02:03:11
5 4 1_1 1 1_2 2 2_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530782,port_elec+,batch,COMPLETED,0:0,2024-02-08T10:33:45,2024-02-08T12:40:55,02:07:10,8,4,c1cmp[006-008]+,120G,2092984K,8,2-00:00:00,02:07:00
5 4 1_1 1 1_2 2 2_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530790,port_elec+,batch,COMPLETED,0:0,2024-02-08T11:40:51,2024-02-08T13:45:00,02:04:09,8,4,c1cmp[019-022],120G,2082940K,8,2-00:00:00,02:03:59
5 4 1_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530766,port_elec+,batch,COMPLETED,0:0,2024-02-08T08:35:04,2024-02-08T10:26:20,01:51:16,8,4,c1cmp[014-016]+,120G,1942900K,8,2-00:00:00,01:51:07
5 4 1_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530749,port_elec+,batch,COMPLETED,0:0,2024-02-08T06:43:23,2024-02-08T08:35:02,01:51:39,8,4,c1cmp[014-016]+,120G,1962896K,8,2-00:00:00,01:51:24
5 4 1_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530774,port_elec+,batch,COMPLETED,0:0,2024-02-08T09:51:11,2024-02-08T11:07:09,01:15:58,8,4,c1cmp[053-054]+,120G,1995008K,8,2-00:00:00,01:15:48
5 4 1_1 2 2_2 2 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505880,port_elec+,batch,COMPLETED,0:0,2024-02-07T03:47:33,2024-02-07T05:50:54,02:03:21,8,4,c1cmp[019-022],120G,1999M,8,2-00:00:00,02:03:12
